"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
6002,40.7,40.7,59.3,"Brigue-Glis (VS)","C'est non à 59,3 pour cent à l'initiative ""d'allègement des primes"" du PS à Brigue-Glis. Brigue-Glis a rejeté l'initiative, tout comme son canton."
6004,92.9,92.9,7.1,"Eggerberg (VS)","Les habitants d'Eggerberg approuvent l'initiative ""d'allègement des primes"" du PS avec 92,9 pour cent des voix. Eggerberg a approuvé l'initiative, contrairement à son canton."
6007,66.2,66.2,33.8,"Naters (VS)","Les habitants de Naters approuvent l'initiative ""d'allègement des primes"" du PS avec 66,2 pour cent des voix. Naters a approuvé l'initiative, contrairement à son canton."
6008,24.6,24.6,75.4,"Ried-Brig (VS)","L'initiative ""d'allègement des primes"" du PS ne passe pas la rampe à Ried-Brig avec 75,4 pour cent de non. Ried-Brig a rejeté l'initiative, tout comme son canton."
6009,20.2,20.2,79.8,"Simplon (VS)","A Simplon, les habitants disent non à 79,8 pour cent à l'initiative ""d'allègement des primes"" du PS. Simplon a rejeté l'initiative, tout comme son canton."
6010,26,26,74,"Termen (VS)","Les habitants de Termen rejettent l'initiative ""d'allègement des primes"" du PS avec 74 pour cent de non. Termen a rejeté l'initiative, tout comme son canton."
6011,74.2,74.2,25.8,"Zwischbergen (VS)","A Zwischbergen, les habitants sont favorables à l'initiative ""d'allègement des primes"" du PS avec 74,2 pour cent des suffrages. Zwischbergen a approuvé l'initiative, contrairement à son canton."
6021,65.7,65.7,34.3,"Ardon (VS)","Les habitants d'Ardon acceptent l'initiative ""d'allègement des primes"" du PS avec 65,7 pour cent de oui. Ardon a approuvé l'initiative, contrairement à son canton."
6022,31.1,31.1,68.9,"Chamoson (VS)","C'est non à 68,9 pour cent à l'initiative ""d'allègement des primes"" du PS à Chamoson. Chamoson a rejeté l'initiative, tout comme son canton."
6023,68.6,68.6,31.4,"Conthey (VS)","L'initiative ""d'allègement des primes"" du PS passe la rampe à Conthey avec 68,6 pour cent de oui. Conthey a approuvé l'initiative, contrairement à son canton."
6024,43.4,43.4,56.6,"Nendaz (VS)","A Nendaz, les habitants disent non à 56,6 pour cent à l'initiative ""d'allègement des primes"" du PS. Nendaz a rejeté l'initiative, tout comme son canton."
6025,52.1,52.1,47.9,"Vétroz (VS)","C'est oui à 52,1 pour cent à l'initiative ""d'allègement des primes"" du PS à Vétroz. Vétroz a approuvé l'initiative, contrairement à son canton."
6032,24.4,24.4,75.6,"Bourg-Saint-Pierre (VS)","A Bourg-Saint-Pierre, les habitants sont défavorables à l'initiative ""d'allègement des primes"" du PS avec 75,6 pour cent des voix. Bourg-Saint-Pierre a rejeté l'initiative, tout comme son canton."
6033,88.4,88.4,11.6,"Liddes (VS)","Les habitants de Liddes acceptent l'initiative ""d'allègement des primes"" du PS avec 88,4 pour cent de oui. Liddes a approuvé l'initiative, contrairement à son canton."
6034,8.6,8.6,91.4,"Orsières (VS)","C'est non à 91,4 pour cent à l'initiative ""d'allègement des primes"" du PS à Orsières. Orsières a rejeté l'initiative, tout comme son canton."
6035,24,24,76,"Sembrancher (VS)","A Sembrancher, les habitants disent non à 76 pour cent à l'initiative ""d'allègement des primes"" du PS. Sembrancher a rejeté l'initiative, tout comme son canton."
6037,23.8,23.8,76.2,"Val de Bagnes (VS)","L'initiative ""d'allègement des primes"" du PS ne passe pas la rampe à Val de Bagnes avec 76,2 pour cent de non. Val de Bagnes a rejeté l'initiative, tout comme son canton."
6052,50.3,50.3,49.7,"Bellwald (VS)","L'initiative ""d'allègement des primes"" du PS passe la rampe à Bellwald avec 50,3 pour cent de oui. Bellwald a approuvé l'initiative, contrairement à son canton."
6054,97.5,97.5,2.5,"Binn (VS)","Les habitants de Binn approuvent l'initiative ""d'allègement des primes"" du PS avec 97,5 pour cent des voix. Binn a approuvé l'initiative, contrairement à son canton."
6056,67.2,67.2,32.8,"Ernen (VS)","A Ernen, les habitants disent oui à 67,2 pour cent à l'initiative ""d'allègement des primes"" du PS. Ernen a approuvé l'initiative, contrairement à son canton."
6057,14.7,14.7,85.3,"Fiesch (VS)","A Fiesch, les habitants disent non à 85,3 pour cent à l'initiative ""d'allègement des primes"" du PS. Fiesch a rejeté l'initiative, tout comme son canton."
6058,43.4,43.4,56.6,"Fieschertal (VS)","L'initiative ""d'allègement des primes"" du PS ne passe pas la rampe à Fieschertal avec 56,6 pour cent de non. Fieschertal a rejeté l'initiative, tout comme son canton."
6061,98.6,98.6,1.4,"Lax (VS)","Les habitants de Lax approuvent l'initiative ""d'allègement des primes"" du PS avec 98,6 pour cent des voix. Lax a approuvé l'initiative, contrairement à son canton."
6076,54.5,54.5,45.5,"Obergoms (VS)","Les habitants d'Obergoms acceptent l'initiative ""d'allègement des primes"" du PS avec 54,5 pour cent de oui. Obergoms a approuvé l'initiative, contrairement à son canton."
