"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
2008,37.5,37.5,62.5,"Châtillon (FR)","La loi sur l'électricité ne passe pas la rampe à Châtillon (FR) avec 62,5 pour cent de non. Châtillon (FR) a rejeté la loi, contrairement à son canton."
2011,18.3,18.3,81.7,"Cugy (FR)","C'est non à 81,7 pour cent à la loi sur l'électricité à Cugy (FR). Cugy (FR) a rejeté la loi, contrairement à son canton."
2016,29.4,29.4,70.6,"Fétigny (FR)","La loi sur l'électricité échoue à Fétigny avec 70,6 pour cent des suffrages. Fétigny a rejeté la loi, contrairement à son canton."
2022,44.5,44.5,55.5,"Gletterens (FR)","A Gletterens, les habitants sont défavorables à la loi sur l'électricité avec 55,5 pour cent des voix. Gletterens a rejeté la loi, contrairement à son canton."
2025,94,94,6,"Lully (FR)","C'est oui à 94 pour cent à la loi sur l'électricité à Lully (FR). Lully (FR) a approuvé la loi, tout comme son canton."
2027,25,25,75,"Ménières (FR)","La loi sur l'électricité échoue à Ménières avec 75 pour cent des suffrages. Ménières a rejeté la loi, contrairement à son canton."
2029,41.5,41.5,58.5,"Montagny (FR)","Les habitants de Montagny (FR) rejettent la loi sur l'électricité avec 58,5 pour cent de non. Montagny (FR) a rejeté la loi, contrairement à son canton."
2035,15,15,85,"Nuvilly (FR)","Les habitants de Nuvilly rejettent la loi sur l'électricité avec 85 pour cent de non. Nuvilly a rejeté la loi, contrairement à son canton."
2038,17.4,17.4,82.6,"Prévondavaux (FR)","Les habitants de Prévondavaux rejettent la loi sur l'électricité avec 82,6 pour cent de non. Prévondavaux a rejeté la loi, contrairement à son canton."
2041,44.5,44.5,55.5,"Saint-Aubin (FR)","Les habitants de Saint-Aubin (FR) s'opposent à la loi sur l'électricité avec 55,5 pour cent de non. Saint-Aubin (FR) a rejeté la loi, contrairement à son canton."
2043,64.7,64.7,35.3,"Sévaz (FR)","La loi sur l'électricité passe la rampe à Sévaz avec 64,7 pour cent de oui. Sévaz a approuvé la loi, tout comme son canton."
