"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
3506,74.4,74.4,25.6,"Vaz/Obervaz GR","Gli elettori di Vaz/Obervaz si sono mostrati favorevoli all'iniziativa per un freno ai costi del Centro, che ha ricevuto il 74,4 per cento di ""sì"". Vaz/Obervaz ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
3513,87,87,13,"Lantsch/Lenz GR","Nel comune di Lantsch/Lenz, i cittadini hanno accolto l'iniziativa per un freno ai costi del Centro con il 87 per cento di voti favorevoli. Lantsch/Lenz ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
3514,45.2,45.2,54.8,"Schmitten GR","Gli elettori di Schmitten GR si sono mostrati scettici nei confronti dell'iniziativa per un freno ai costi del Centro, che è stata respinta con il 54,8 per cento di voti contrari. Schmitten GR ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
3542,35.2,35.2,64.8,"Albula/Alvra GR","Il 64,8 per cento degli elettori di Albula/Alvra ha respinto l'iniziativa per un freno ai costi del Centro. Albula/Alvra ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
3543,12.7,12.7,87.3,"Surses GR","Nel comune di Surses, i cittadini hanno respinto l'iniziativa per un freno ai costi del Centro con il 87,3 per cento di voti contrari. Surses ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
3544,87.1,87.1,12.9,"Bergün Filisur GR","Nel comune di Bergün Filisur, i cittadini hanno accolto l'iniziativa per un freno ai costi del Centro con il 87,1 per cento di voti favorevoli. Bergün Filisur ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
3551,31.1,31.1,68.9,"Brusio GR","Il 68,9 per cento degli elettori di Brusio ha respinto l'iniziativa per un freno ai costi del Centro. Brusio ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
3561,1,1,99,"Poschiavo GR","Gli abitanti di Poschiavo hanno respinto l'iniziativa per un freno ai costi del Centro con il 99 per cento di ""no"". Il maggior numero di ""no"" nel canton Grigioni è stato ottenuto a Poschiavo."
3572,80.4,80.4,19.6,"Falera GR","Gli abitanti di Falera hanno accolto l'iniziativa per un freno ai costi del Centro con il 80,4 per cento di ""sì"". Falera ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
3575,72.7,72.7,27.3,"Laax GR","I cittadini di Laax hanno accolto l'iniziativa per un freno ai costi del Centro con il 72,7 per cento di voti a favore. Laax ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
3581,65.2,65.2,34.8,"Sagogn GR","Nel comune di Sagogn, i cittadini hanno accolto l'iniziativa per un freno ai costi del Centro con il 65,2 per cento di voti favorevoli. Sagogn ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
3582,65.5,65.5,34.5,"Schluein GR","A Schluein gli abitanti hanno accolto l'iniziativa per un freno ai costi del Centro con il 65,5 per cento di ""sì"". Schluein ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
3603,10.3,10.3,89.7,"Vals GR","Nel comune di Vals, i cittadini hanno respinto l'iniziativa per un freno ai costi del Centro con il 89,7 per cento di voti contrari. Vals ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
3618,60,60,40,"Lumnezia GR","Il 60 per cento degli elettori di Lumnezia ha accolto l'iniziativa per un freno ai costi del Centro. Lumnezia ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
3619,21.6,21.6,78.4,"Ilanz/Glion GR","I cittadini di Ilanz/Glion hanno respinto l'iniziativa per un freno ai costi del Centro con il 78,4 per cento di voti contrari. Ilanz/Glion ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
3633,55,55,45,"Fürstenau GR","Gli abitanti di Fürstenau hanno accolto l'iniziativa per un freno ai costi del Centro con il 55 per cento di ""sì"". Fürstenau ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
3637,43.9,43.9,56.1,"Rothenbrunnen GR","I cittadini di Rothenbrunnen hanno respinto l'iniziativa per un freno ai costi del Centro con il 56,1 per cento di voti contrari. Rothenbrunnen ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
3638,16.2,16.2,83.8,"Scharans GR","L'iniziativa per un freno ai costi del Centro è stata respinta a Scharans, dove ha riscosso il 83,8 per cento di ""no"". Scharans ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
3640,54.5,54.5,45.5,"Sils im Domleschg GR","I cittadini di Sils im Domleschg hanno accolto l'iniziativa per un freno ai costi del Centro con il 54,5 per cento di voti a favore. Sils im Domleschg ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
3661,42.8,42.8,57.2,"Cazis GR","Il 57,2 per cento degli elettori di Cazis ha respinto l'iniziativa per un freno ai costi del Centro. Cazis ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
3662,88.8,88.8,11.2,"Flerden GR","I cittadini di Flerden hanno accolto l'iniziativa per un freno ai costi del Centro con il 88,8 per cento di voti a favore. Flerden ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
3663,34.1,34.1,65.9,"Masein GR","A Masein gli abitanti si sono opposti all'iniziativa per un freno ai costi del Centro con il 65,9 per cento di voti a sfavore. Masein ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
3668,93.6,93.6,6.4,"Thusis GR","I cittadini di Thusis hanno accolto l'iniziativa per un freno ai costi del Centro con il 93,6 per cento di voti a favore. Thusis ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
3669,53.6,53.6,46.4,"Tschappina GR","Nel comune di Tschappina, i cittadini hanno accolto l'iniziativa per un freno ai costi del Centro con il 53,6 per cento di voti favorevoli. Tschappina ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
3670,20.5,20.5,79.5,"Urmein GR","Gli abitanti di Urmein hanno respinto l'iniziativa per un freno ai costi del Centro con il 79,5 per cento di ""no"". Urmein ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
3672,17.6,17.6,82.4,"Safiental GR","Il 82,4 per cento degli elettori di Safiental ha respinto l'iniziativa per un freno ai costi del Centro. Safiental ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
3673,51.7,51.7,48.3,"Domleschg GR","A Domleschg gli abitanti hanno accolto l'iniziativa per un freno ai costi del Centro con il 51,7 per cento di ""sì"". Domleschg ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
3681,7,7,93,"Avers GR","L'iniziativa per un freno ai costi del Centro è stata respinta a Avers, dove ha riscosso il 93 per cento di ""no"". Avers ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
3695,69.5,69.5,30.5,"Sufers GR","L'iniziativa per un freno ai costi del Centro è stata accolta a Sufers, dove ha riscosso il 69,5 per cento di voti a favore. Sufers ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
3701,70.4,70.4,29.6,"Andeer GR","Gli abitanti di Andeer hanno accolto l'iniziativa per un freno ai costi del Centro con il 70,4 per cento di ""sì"". Andeer ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
3711,38.6,38.6,61.4,"Rongellen GR","Gli abitanti di Rongellen hanno respinto l'iniziativa per un freno ai costi del Centro con il 61,4 per cento di ""no"". Rongellen ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
3712,87.7,87.7,12.3,"Zillis-Reischen GR","Gli elettori di Zillis-Reischen si sono mostrati favorevoli all'iniziativa per un freno ai costi del Centro, che ha ricevuto il 87,7 per cento di ""sì"". Zillis-Reischen ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
3713,9.9,9.9,90.1,"Ferrera GR","Nel comune di Ferrera, i cittadini hanno respinto l'iniziativa per un freno ai costi del Centro con il 90,1 per cento di voti contrari. Ferrera ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
3714,90.5,90.5,9.5,"Rheinwald GR","I cittadini di Rheinwald hanno accolto l'iniziativa per un freno ai costi del Centro con il 90,5 per cento di voti a favore. Rheinwald ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
3715,11.5,11.5,88.5,"Muntogna da Schons GR","Nel comune di Muntogna da Schons, i cittadini hanno respinto l'iniziativa per un freno ai costi del Centro con il 88,5 per cento di voti contrari. Muntogna da Schons ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
3721,51.9,51.9,48.1,"Bonaduz GR","Nel comune di Bonaduz, i cittadini hanno accolto l'iniziativa per un freno ai costi del Centro con il 51,9 per cento di voti favorevoli. Bonaduz ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
3722,41.6,41.6,58.4,"Domat/Ems GR","I cittadini di Domat/Ems hanno respinto l'iniziativa per un freno ai costi del Centro con il 58,4 per cento di voti contrari. Domat/Ems ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
3723,44,44,56,"Rhäzüns GR","A Rhäzüns gli abitanti si sono opposti all'iniziativa per un freno ai costi del Centro con il 56 per cento di voti a sfavore. Rhäzüns ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
3731,27.6,27.6,72.4,"Felsberg GR","I cittadini di Felsberg hanno respinto l'iniziativa per un freno ai costi del Centro con il 72,4 per cento di voti contrari. Felsberg ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
3732,34.5,34.5,65.5,"Flims GR","I cittadini di Flims hanno respinto l'iniziativa per un freno ai costi del Centro con il 65,5 per cento di voti contrari. Flims ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
3733,20,20,80,"Tamins GR","Nel comune di Tamins, i cittadini hanno respinto l'iniziativa per un freno ai costi del Centro con il 80 per cento di voti contrari. Tamins ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
3734,81.8,81.8,18.2,"Trin GR","Il 81,8 per cento degli elettori di Trin ha accolto l'iniziativa per un freno ai costi del Centro. Trin ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
3746,33.5,33.5,66.5,"Zernez GR","Nel comune di Zernez, i cittadini hanno respinto l'iniziativa per un freno ai costi del Centro con il 66,5 per cento di voti contrari. Zernez ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
3752,82.5,82.5,17.5,"Samnaun GR","L'iniziativa per un freno ai costi del Centro è stata accolta a Samnaun, dove ha riscosso il 82,5 per cento di voti a favore. Samnaun ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
3762,65.7,65.7,34.3,"Scuol GR","L'iniziativa per un freno ai costi del Centro è stata accolta a Scuol, dove ha riscosso il 65,7 per cento di voti a favore. Scuol ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
3764,86.7,86.7,13.3,"Valsot GR","I cittadini di Valsot hanno accolto l'iniziativa per un freno ai costi del Centro con il 86,7 per cento di voti a favore. Valsot ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
3781,46.4,46.4,53.6,"Bever GR","Gli elettori di Bever si sono mostrati scettici nei confronti dell'iniziativa per un freno ai costi del Centro, che è stata respinta con il 53,6 per cento di voti contrari. Bever ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
3782,8.6,8.6,91.4,"Celerina/Schlarigna GR","Nel comune di Celerina/Schlarigna, i cittadini hanno respinto l'iniziativa per un freno ai costi del Centro con il 91,4 per cento di voti contrari. Celerina/Schlarigna ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
3783,86.3,86.3,13.7,"Madulain GR","Nel comune di Madulain, i cittadini hanno accolto l'iniziativa per un freno ai costi del Centro con il 86,3 per cento di voti favorevoli. Madulain ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
3784,53.3,53.3,46.7,"Pontresina GR","A Pontresina gli abitanti hanno accolto l'iniziativa per un freno ai costi del Centro con il 53,3 per cento di ""sì"". Pontresina ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
3785,50.5,50.5,49.5,"La Punt-Chamues-ch GR","I cittadini di La Punt-Chamues-ch hanno accolto l'iniziativa per un freno ai costi del Centro con il 50,5 per cento di voti a favore. La Punt-Chamues-ch ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
3786,5.3,5.3,94.7,"Samedan GR","Nel comune di Samedan, i cittadini hanno respinto l'iniziativa per un freno ai costi del Centro con il 94,7 per cento di voti contrari. Samedan ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
3787,17.6,17.6,82.4,"St. Moritz GR","L'iniziativa per un freno ai costi del Centro è stata respinta a St. Moritz, dove ha riscosso il 82,4 per cento di ""no"". St. Moritz ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
3788,87.3,87.3,12.7,"S-chanf GR","Nel comune di S-chanf, i cittadini hanno accolto l'iniziativa per un freno ai costi del Centro con il 87,3 per cento di voti favorevoli. S-chanf ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
3789,52.2,52.2,47.8,"Sils im Engadin/Segl GR","I cittadini di Sils im Engadin/Segl hanno accolto l'iniziativa per un freno ai costi del Centro con il 52,2 per cento di voti a favore. Sils im Engadin/Segl ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
3790,74.5,74.5,25.5,"Silvaplana GR","Nel comune di Silvaplana, i cittadini hanno accolto l'iniziativa per un freno ai costi del Centro con il 74,5 per cento di voti favorevoli. Silvaplana ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
3791,66.8,66.8,33.2,"Zuoz GR","Gli abitanti di Zuoz hanno accolto l'iniziativa per un freno ai costi del Centro con il 66,8 per cento di ""sì"". Zuoz ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
3792,32.1,32.1,67.9,"Bregaglia GR","A Bregaglia gli abitanti si sono opposti all'iniziativa per un freno ai costi del Centro con il 67,9 per cento di voti a sfavore. Bregaglia ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
3804,71.7,71.7,28.3,"Buseno GR","Gli abitanti di Buseno hanno accolto l'iniziativa per un freno ai costi del Centro con il 71,7 per cento di ""sì"". Buseno ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
3805,80,80,20,"Castaneda GR","Gli elettori di Castaneda si sono mostrati favorevoli all'iniziativa per un freno ai costi del Centro, che ha ricevuto il 80 per cento di ""sì"". Castaneda ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
3808,38.4,38.4,61.6,"Rossa GR","Nel comune di Rossa, i cittadini hanno respinto l'iniziativa per un freno ai costi del Centro con il 61,6 per cento di voti contrari. Rossa ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
3810,38.9,38.9,61.1,"Santa Maria in Calanca GR","Il 61,1 per cento degli elettori di Santa Maria in Calanca ha respinto l'iniziativa per un freno ai costi del Centro. Santa Maria in Calanca ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
3821,21.9,21.9,78.1,"Lostallo GR","Il 78,1 per cento degli elettori di Lostallo ha respinto l'iniziativa per un freno ai costi del Centro. Lostallo ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
3822,2.1,2.1,97.9,"Mesocco GR","Il 97,9 per cento degli elettori di Mesocco ha respinto l'iniziativa per un freno ai costi del Centro. Mesocco ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
3823,55.9,55.9,44.1,"Soazza GR","Nel comune di Soazza, i cittadini hanno accolto l'iniziativa per un freno ai costi del Centro con il 55,9 per cento di voti favorevoli. Soazza ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
3831,76.2,76.2,23.8,"Cama GR","Il 76,2 per cento degli elettori di Cama ha accolto l'iniziativa per un freno ai costi del Centro. Cama ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
3832,98.8,98.8,1.2,"Grono GR","L'iniziativa per un freno ai costi del Centro è stata accolta a Grono, dove ha riscosso il 98,8 per cento di voti a favore. Il maggior numero di ""sì"" nel canton Grigioni è stato ottenuto a Grono."
3834,56,56,44,"Roveredo GR","Gli abitanti di Roveredo GR hanno accolto l'iniziativa per un freno ai costi del Centro con il 56 per cento di ""sì"". Roveredo GR ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
3835,48.7,48.7,51.3,"San Vittore GR","Il 51,3 per cento degli elettori di San Vittore ha respinto l'iniziativa per un freno ai costi del Centro. San Vittore ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
3837,34.6,34.6,65.4,"Calanca GR","Gli abitanti di Calanca hanno respinto l'iniziativa per un freno ai costi del Centro con il 65,4 per cento di ""no"". Calanca ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
3847,19.2,19.2,80.8,"Val Müstair GR","I cittadini di Val Müstair hanno respinto l'iniziativa per un freno ai costi del Centro con il 80,8 per cento di voti contrari. Val Müstair ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
3851,48.5,48.5,51.5,"Davos GR","Gli abitanti di Davos hanno respinto l'iniziativa per un freno ai costi del Centro con il 51,5 per cento di ""no"". Davos ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
3861,19,19,81,"Fideris GR","Gli abitanti di Fideris hanno respinto l'iniziativa per un freno ai costi del Centro con il 81 per cento di ""no"". Fideris ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
3862,44.2,44.2,55.8,"Furna GR","Nel comune di Furna, i cittadini hanno respinto l'iniziativa per un freno ai costi del Centro con il 55,8 per cento di voti contrari. Furna ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
3863,66.4,66.4,33.6,"Jenaz GR","Il 66,4 per cento degli elettori di Jenaz ha accolto l'iniziativa per un freno ai costi del Centro. Jenaz ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
