"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_de","Text_de"
6601,52.9,52.9,47.1,"Aire-la-Ville GE","NA NA"
6602,29,29,71,"Anières GE","NA NA"
6603,67.3,67.3,32.7,"Avully GE","NA NA"
6604,48.9,48.9,51.1,"Avusy GE","NA NA"
6605,78.3,78.3,21.7,"Bardonnex GE","NA NA"
6606,41,41,59,"Bellevue GE","NA NA"
6607,64.6,64.6,35.4,"Bernex GE","NA NA"
6608,29.5,29.5,70.5,"Carouge GE","NA NA"
6609,50.9,50.9,49.1,"Cartigny GE","NA NA"
6610,33.3,33.3,66.7,"Céligny GE","NA NA"
6611,64.8,64.8,35.2,"Chancy GE","NA NA"
6612,7.7,7.7,92.3,"Chêne-Bougeries GE","NA NA"
6613,61.3,61.3,38.7,"Chêne-Bourg GE","NA NA"
6614,27.3,27.3,72.7,"Choulex GE","NA NA"
6615,64.4,64.4,35.6,"Collex-Bossy GE","NA NA"
6616,79.3,79.3,20.7,"Collonge-Bellerive GE","NA NA"
6617,97.9,97.9,2.1,"Cologny GE","NA NA"
6618,21.4,21.4,78.6,"Confignon GE","NA NA"
6619,67,67,33,"Corsier GE","NA NA"
6620,33.6,33.6,66.4,"Dardagny GE","NA NA"
6621,14,14,86,"Genf GE","NA NA"
6622,44.5,44.5,55.5,"Genthod GE","NA NA"
6623,82.3,82.3,17.7,"Le Grand-Saconnex GE","NA NA"
6624,74.6,74.6,25.4,"Gy GE","NA NA"
6625,65.2,65.2,34.8,"Hermance GE","NA NA"
6626,57.9,57.9,42.1,"Jussy GE","NA NA"
6627,54.8,54.8,45.2,"Laconnex GE","NA NA"
6628,64.1,64.1,35.9,"Lancy GE","NA NA"
6629,88.1,88.1,11.9,"Meinier GE","NA NA"
6630,35.2,35.2,64.8,"Meyrin GE","NA NA"
6631,82.9,82.9,17.1,"Onex GE","NA NA"
6632,12.7,12.7,87.3,"Perly-Certoux GE","NA NA"
6633,44.1,44.1,55.9,"Plan-les-Ouates GE","NA NA"
6634,97.2,97.2,2.8,"Pregny-Chambésy GE","NA NA"
6635,86.6,86.6,13.4,"Presinge GE","NA NA"
6636,63,63,37,"Puplinge GE","NA NA"
6637,74.2,74.2,25.8,"Russin GE","NA NA"
6638,38.2,38.2,61.8,"Satigny GE","NA NA"
6639,46.1,46.1,53.9,"Soral GE","NA NA"
6640,27,27,73,"Thônex GE","NA NA"
6641,42.1,42.1,57.9,"Troinex GE","NA NA"
6642,81.9,81.9,18.1,"Vandoeuvres GE","NA NA"
6643,29.2,29.2,70.8,"Vernier GE","NA NA"
6644,64.1,64.1,35.9,"Versoix GE","NA NA"
6645,61.3,61.3,38.7,"Veyrier GE","NA NA"
