"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
6601,79.4,79.4,20.6,"Aire-la-Ville GE","NA NA"
6602,13.4,13.4,86.6,"Anières GE","NA NA"
6603,63.2,63.2,36.8,"Avully GE","NA NA"
6604,38.1,38.1,61.9,"Avusy GE","NA NA"
6605,43.6,43.6,56.4,"Bardonnex GE","NA NA"
6606,32.2,32.2,67.8,"Bellevue GE","NA NA"
6607,76.2,76.2,23.8,"Bernex GE","NA NA"
6608,64.7,64.7,35.3,"Carouge GE","NA NA"
6609,34.9,34.9,65.1,"Cartigny GE","NA NA"
6610,98.9,98.9,1.1,"Céligny GE","NA NA"
6611,36.9,36.9,63.1,"Chancy GE","NA NA"
6612,55.5,55.5,44.5,"Chêne-Bougeries GE","NA NA"
6613,35.5,35.5,64.5,"Chêne-Bourg GE","NA NA"
6614,22.7,22.7,77.3,"Choulex GE","NA NA"
6615,93,93,7,"Collex-Bossy GE","NA NA"
6616,75,75,25,"Collonge-Bellerive GE","NA NA"
6617,65.2,65.2,34.8,"Cologny GE","NA NA"
6618,77.3,77.3,22.7,"Confignon GE","NA NA"
6619,33.2,33.2,66.8,"Corsier GE","NA NA"
6620,21.8,21.8,78.2,"Dardagny GE","NA NA"
6621,75.8,75.8,24.2,"Ginevra GE","NA NA"
6622,48.5,48.5,51.5,"Genthod GE","NA NA"
6623,67,67,33,"Le Grand-Saconnex GE","NA NA"
6624,90.7,90.7,9.3,"Gy GE","NA NA"
6625,66.6,66.6,33.4,"Hermance GE","NA NA"
6626,77.8,77.8,22.2,"Jussy GE","NA NA"
6627,38.7,38.7,61.3,"Laconnex GE","NA NA"
6628,10.3,10.3,89.7,"Lancy GE","NA NA"
6629,42,42,58,"Meinier GE","NA NA"
6630,47.2,47.2,52.8,"Meyrin GE","NA NA"
6631,85.1,85.1,14.9,"Onex GE","NA NA"
6632,93.4,93.4,6.6,"Perly-Certoux GE","NA NA"
6633,78.5,78.5,21.5,"Plan-les-Ouates GE","NA NA"
6634,51.9,51.9,48.1,"Pregny-Chambésy GE","NA NA"
6635,77,77,23,"Presinge GE","NA NA"
6636,70.4,70.4,29.6,"Puplinge GE","NA NA"
6637,70.1,70.1,29.9,"Russin GE","NA NA"
6638,48.8,48.8,51.2,"Satigny GE","NA NA"
6639,61,61,39,"Soral GE","NA NA"
6640,55.1,55.1,44.9,"Thônex GE","NA NA"
6641,21.8,21.8,78.2,"Troinex GE","NA NA"
6642,49.2,49.2,50.8,"Vandoeuvres GE","NA NA"
6643,56.7,56.7,43.3,"Vernier GE","NA NA"
6644,54.2,54.2,45.8,"Versoix GE","NA NA"
6645,65.4,65.4,34.6,"Veyrier GE","NA NA"
