"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
6601,41.8,41.8,58.2,"Aire-la-Ville GE","NA NA"
6602,96.6,96.6,3.4,"Anières GE","NA NA"
6603,0.5,0.5,99.5,"Avully GE","NA NA"
6604,46.1,46.1,53.9,"Avusy GE","NA NA"
6605,17.9,17.9,82.1,"Bardonnex GE","NA NA"
6606,46.9,46.9,53.1,"Bellevue GE","NA NA"
6607,63.7,63.7,36.3,"Bernex GE","NA NA"
6608,17.2,17.2,82.8,"Carouge GE","NA NA"
6609,53.5,53.5,46.5,"Cartigny GE","NA NA"
6610,57.8,57.8,42.2,"Céligny GE","NA NA"
6611,62.3,62.3,37.7,"Chancy GE","NA NA"
6612,19,19,81,"Chêne-Bougeries GE","NA NA"
6613,49.5,49.5,50.5,"Chêne-Bourg GE","NA NA"
6614,34.9,34.9,65.1,"Choulex GE","NA NA"
6615,50.2,50.2,49.8,"Collex-Bossy GE","NA NA"
6616,45.8,45.8,54.2,"Collonge-Bellerive GE","NA NA"
6617,11.5,11.5,88.5,"Cologny GE","NA NA"
6618,20.2,20.2,79.8,"Confignon GE","NA NA"
6619,61.6,61.6,38.4,"Corsier GE","NA NA"
6620,91.5,91.5,8.5,"Dardagny GE","NA NA"
6621,37.6,37.6,62.4,"Ginevra GE","NA NA"
6622,62.8,62.8,37.2,"Genthod GE","NA NA"
6623,48.7,48.7,51.3,"Le Grand-Saconnex GE","NA NA"
6624,32.3,32.3,67.7,"Gy GE","NA NA"
6625,8.8,8.8,91.2,"Hermance GE","NA NA"
6626,91.2,91.2,8.8,"Jussy GE","NA NA"
6627,72.8,72.8,27.2,"Laconnex GE","NA NA"
6628,99,99,1,"Lancy GE","NA NA"
6629,51.7,51.7,48.3,"Meinier GE","NA NA"
6630,43,43,57,"Meyrin GE","NA NA"
6631,35.5,35.5,64.5,"Onex GE","NA NA"
6632,19.4,19.4,80.6,"Perly-Certoux GE","NA NA"
6633,49.6,49.6,50.4,"Plan-les-Ouates GE","NA NA"
6634,22.7,22.7,77.3,"Pregny-Chambésy GE","NA NA"
6635,70.1,70.1,29.9,"Presinge GE","NA NA"
6636,80.6,80.6,19.4,"Puplinge GE","NA NA"
6637,6,6,94,"Russin GE","NA NA"
6638,92.9,92.9,7.1,"Satigny GE","NA NA"
6639,27.4,27.4,72.6,"Soral GE","NA NA"
6640,55.9,55.9,44.1,"Thônex GE","NA NA"
6641,64.3,64.3,35.7,"Troinex GE","NA NA"
6642,58.8,58.8,41.2,"Vandoeuvres GE","NA NA"
6643,80.7,80.7,19.3,"Vernier GE","NA NA"
6644,47.2,47.2,52.8,"Versoix GE","NA NA"
6645,53.4,53.4,46.6,"Veyrier GE","NA NA"
