"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
6601,79.4,79.4,20.6,"Aire-la-Ville GE","NA NA"
6602,28.8,28.8,71.2,"Anières GE","NA NA"
6603,94.6,94.6,5.4,"Avully GE","NA NA"
6604,57.7,57.7,42.3,"Avusy GE","NA NA"
6605,4.5,4.5,95.5,"Bardonnex GE","NA NA"
6606,61,61,39,"Bellevue GE","NA NA"
6607,37.7,37.7,62.3,"Bernex GE","NA NA"
6608,80,80,20,"Carouge GE","NA NA"
6609,64.9,64.9,35.1,"Cartigny GE","NA NA"
6610,55.5,55.5,44.5,"Céligny GE","NA NA"
6611,20.2,20.2,79.8,"Chancy GE","NA NA"
6612,28.4,28.4,71.6,"Chêne-Bougeries GE","NA NA"
6613,18.7,18.7,81.3,"Chêne-Bourg GE","NA NA"
6614,34.3,34.3,65.7,"Choulex GE","NA NA"
6615,34.5,34.5,65.5,"Collex-Bossy GE","NA NA"
6616,77.6,77.6,22.4,"Collonge-Bellerive GE","NA NA"
6617,44.2,44.2,55.8,"Cologny GE","NA NA"
6618,55.1,55.1,44.9,"Confignon GE","NA NA"
6619,8.1,8.1,91.9,"Corsier GE","NA NA"
6620,44.6,44.6,55.4,"Dardagny GE","NA NA"
6621,42.1,42.1,57.9,"Ginevra GE","NA NA"
6622,45.2,45.2,54.8,"Genthod GE","NA NA"
6623,9.2,9.2,90.8,"Le Grand-Saconnex GE","NA NA"
6624,94.2,94.2,5.8,"Gy GE","NA NA"
6625,41.6,41.6,58.4,"Hermance GE","NA NA"
6626,70.7,70.7,29.3,"Jussy GE","NA NA"
6627,37.5,37.5,62.5,"Laconnex GE","NA NA"
6628,54.6,54.6,45.4,"Lancy GE","NA NA"
6629,38.5,38.5,61.5,"Meinier GE","NA NA"
6630,59.9,59.9,40.1,"Meyrin GE","NA NA"
6631,62.5,62.5,37.5,"Onex GE","NA NA"
6632,43.8,43.8,56.2,"Perly-Certoux GE","NA NA"
6633,78.7,78.7,21.3,"Plan-les-Ouates GE","NA NA"
6634,56.1,56.1,43.9,"Pregny-Chambésy GE","NA NA"
6635,73.3,73.3,26.7,"Presinge GE","NA NA"
6636,39,39,61,"Puplinge GE","NA NA"
6637,13.5,13.5,86.5,"Russin GE","NA NA"
6638,48.8,48.8,51.2,"Satigny GE","NA NA"
6639,45.9,45.9,54.1,"Soral GE","NA NA"
6640,53.4,53.4,46.6,"Thônex GE","NA NA"
6641,25.1,25.1,74.9,"Troinex GE","NA NA"
6642,39.9,39.9,60.1,"Vandoeuvres GE","NA NA"
6643,72.6,72.6,27.4,"Vernier GE","NA NA"
6644,56.9,56.9,43.1,"Versoix GE","NA NA"
6645,54.2,54.2,45.8,"Veyrier GE","NA NA"
