"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
4001,52.7,52.7,47.3,"Aarau (AG)","NA NA"
4002,76,76,24,"Biberstein (AG)","NA NA"
4003,31.7,31.7,68.3,"Buchs (AG)","NA NA"
4004,29.8,29.8,70.2,"Densbüren (AG)","NA NA"
4005,14.6,14.6,85.4,"Erlinsbach (AG)","NA NA"
4006,51.5,51.5,48.5,"Gränichen (AG)","NA NA"
4007,43.4,43.4,56.6,"Hirschthal (AG)","NA NA"
4008,56.4,56.4,43.6,"Küttigen (AG)","NA NA"
4009,45.2,45.2,54.8,"Muhen (AG)","NA NA"
4010,7.7,7.7,92.3,"Oberentfelden (AG)","NA NA"
4012,11.9,11.9,88.1,"Suhr (AG)","NA NA"
4013,76.8,76.8,23.2,"Unterentfelden (AG)","NA NA"
4021,78.2,78.2,21.8,"Baden (AG)","NA NA"
4022,48.3,48.3,51.7,"Bellikon (AG)","NA NA"
4023,23.2,23.2,76.8,"Bergdietikon (AG)","NA NA"
4024,54.3,54.3,45.7,"Birmenstorf (AG)","NA NA"
4026,45.7,45.7,54.3,"Ennetbaden (AG)","NA NA"
4027,77.2,77.2,22.8,"Fislisbach (AG)","NA NA"
4028,46.3,46.3,53.7,"Freienwil (AG)","NA NA"
4029,80.1,80.1,19.9,"Gebenstorf (AG)","NA NA"
4030,79.1,79.1,20.9,"Killwangen (AG)","NA NA"
4031,50.3,50.3,49.7,"Künten (AG)","NA NA"
4032,57.1,57.1,42.9,"Mägenwil (AG)","NA NA"
4033,64.4,64.4,35.6,"Mellingen (AG)","NA NA"
4034,50.7,50.7,49.3,"Neuenhof (AG)","NA NA"
4035,64.8,64.8,35.2,"Niederrohrdorf (AG)","NA NA"
4037,22.1,22.1,77.9,"Oberrohrdorf (AG)","NA NA"
4038,57.8,57.8,42.2,"Obersiggenthal (AG)","NA NA"
4039,86.6,86.6,13.4,"Remetschwil (AG)","NA NA"
4040,80.5,80.5,19.5,"Spreitenbach (AG)","NA NA"
4041,44.7,44.7,55.3,"Stetten (AG)","NA NA"
4044,43.7,43.7,56.3,"Untersiggenthal (AG)","NA NA"
4045,37.2,37.2,62.8,"Wettingen (AG)","NA NA"
4046,89,89,11,"Wohlenschwil (AG)","NA NA"
4047,70.4,70.4,29.6,"Würenlingen (AG)","NA NA"
4048,48.2,48.2,51.8,"Würenlos (AG)","NA NA"
4049,52.1,52.1,47.9,"Ehrendingen (AG)","NA NA"
