"Kantons_Nr","Gemeinde_Nr","Ja_Stimmen_In_Prozent","Ja_Stimmen_Absolut","Nein_Stimmen_Absolut","Stimmbeteiligung_In_Prozent","Eingelegte_Stimmzettel","Anzahl_Stimmberechtigte","Gueltige_Stimmen","Gebiet_Ausgezaehlt","Kanton_Short","Gemeinde_d","Gemeinde_f","Gemeinde_i","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Kanton_d","Kanton_f","Kanton_i","Ja_Stimmen_In_Prozent_Kanton","Highest_Yes_Kant","Highest_No_Kant"
1,1,3.26086956521739,135,4005,,,,4140,TRUE,"ZH","Aeugst am Albis","Aeugst am Albis","Aeugst am Albis","Aeugst am Albis ZH","Aeugst am Albis (ZH)","Aeugst am Albis ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,2,89.7547866980181,2672,305,,,,2977,TRUE,"ZH","Affoltern am Albis","Affoltern am Albis","Affoltern am Albis","Affoltern am Albis ZH","Affoltern am Albis (ZH)","Affoltern am Albis ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,3,37.374227179052,3083,5166,,,,8249,TRUE,"ZH","Bonstetten","Bonstetten","Bonstetten","Bonstetten ZH","Bonstetten (ZH)","Bonstetten ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,4,97.0710871554968,9545,288,,,,9833,TRUE,"ZH","Hausen am Albis","Hausen am Albis","Hausen am Albis","Hausen am Albis ZH","Hausen am Albis (ZH)","Hausen am Albis ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,5,88.4271284271284,9192,1203,,,,10395,TRUE,"ZH","Hedingen","Hedingen","Hedingen","Hedingen ZH","Hedingen (ZH)","Hedingen ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,6,32.8867832053586,2013,4108,,,,6121,TRUE,"ZH","Kappel am Albis","Kappel am Albis","Kappel am Albis","Kappel am Albis ZH","Kappel am Albis (ZH)","Kappel am Albis ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,7,58.5772300798208,8366,5916,,,,14282,TRUE,"ZH","Knonau","Knonau","Knonau","Knonau ZH","Knonau (ZH)","Knonau ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,8,47.8582289099775,9128,9945,,,,19073,TRUE,"ZH","Maschwanden","Maschwanden","Maschwanden","Maschwanden ZH","Maschwanden (ZH)","Maschwanden ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,9,80.6166328600406,9936,2389,,,,12325,TRUE,"ZH","Mettmenstetten","Mettmenstetten","Mettmenstetten","Mettmenstetten ZH","Mettmenstetten (ZH)","Mettmenstetten ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,10,50.1733375354554,9552,9486,,,,19038,TRUE,"ZH","Obfelden","Obfelden","Obfelden","Obfelden ZH","Obfelden (ZH)","Obfelden ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,11,51.0300987975798,6663,6394,,,,13057,TRUE,"ZH","Ottenbach","Ottenbach","Ottenbach","Ottenbach ZH","Ottenbach (ZH)","Ottenbach ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,12,57.4427161732731,6869,5089,,,,11958,TRUE,"ZH","Rifferswil","Rifferswil","Rifferswil","Rifferswil ZH","Rifferswil (ZH)","Rifferswil ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,13,68.8731084622538,8147,3682,,,,11829,TRUE,"ZH","Stallikon","Stallikon","Stallikon","Stallikon ZH","Stallikon (ZH)","Stallikon ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,14,15.4678111587983,901,4924,,,,5825,TRUE,"ZH","Wettswil am Albis","Wettswil am Albis","Wettswil am Albis","Wettswil am Albis ZH","Wettswil am Albis (ZH)","Wettswil am Albis ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,22,81.879869313898,9774,2163,,,,11937,TRUE,"ZH","Benken ZH","Benken (ZH)","Benken ZH","Benken ZH","Benken (ZH)","Benken ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,23,18.0341269030346,1765,8022,,,,9787,TRUE,"ZH","Berg am Irchel","Berg am Irchel","Berg am Irchel","Berg am Irchel ZH","Berg am Irchel (ZH)","Berg am Irchel ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,24,56.2376237623762,1136,884,,,,2020,TRUE,"ZH","Buch am Irchel","Buch am Irchel","Buch am Irchel","Buch am Irchel ZH","Buch am Irchel (ZH)","Buch am Irchel ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,25,37.5435602019771,5279,8782,,,,14061,TRUE,"ZH","Dachsen","Dachsen","Dachsen","Dachsen ZH","Dachsen (ZH)","Dachsen ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,26,47.6884999558031,5395,5918,,,,11313,TRUE,"ZH","Dorf","Dorf","Dorf","Dorf ZH","Dorf (ZH)","Dorf ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,27,31.4079975486441,2050,4477,,,,6527,TRUE,"ZH","Feuerthalen","Feuerthalen","Feuerthalen","Feuerthalen ZH","Feuerthalen (ZH)","Feuerthalen ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,28,32.6184092940125,4015,8294,,,,12309,TRUE,"ZH","Flaach","Flaach","Flaach","Flaach ZH","Flaach (ZH)","Flaach ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,29,43.447019532436,4293,5588,,,,9881,TRUE,"ZH","Flurlingen","Flurlingen","Flurlingen","Flurlingen ZH","Flurlingen (ZH)","Flurlingen ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,31,40.2402883460152,5024,7461,,,,12485,TRUE,"ZH","Henggart","Henggart","Henggart","Henggart ZH","Henggart (ZH)","Henggart ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,33,65.2842749190356,7257,3859,,,,11116,TRUE,"ZH","Kleinandelfingen","Kleinandelfingen","Kleinandelfingen","Kleinandelfingen ZH","Kleinandelfingen (ZH)","Kleinandelfingen ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,34,47.6715250622112,2682,2944,,,,5626,TRUE,"ZH","Laufen-Uhwiesen","Laufen-Uhwiesen","Laufen-Uhwiesen","Laufen-Uhwiesen ZH","Laufen-Uhwiesen (ZH)","Laufen-Uhwiesen ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,35,47.0548762302416,6311,7101,,,,13412,TRUE,"ZH","Marthalen","Marthalen","Marthalen","Marthalen ZH","Marthalen (ZH)","Marthalen ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,37,46.234509056244,6305,7332,,,,13637,TRUE,"ZH","Ossingen","Ossingen","Ossingen","Ossingen ZH","Ossingen (ZH)","Ossingen ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,38,55.5477197931359,9452,7564,,,,17016,TRUE,"ZH","Rheinau","Rheinau","Rheinau","Rheinau ZH","Rheinau (ZH)","Rheinau ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,39,16.3987463350521,1622,8269,,,,9891,TRUE,"ZH","Thalheim an der Thur","Thalheim an der Thur","Thalheim an der Thur","Thalheim an der Thur ZH","Thalheim an der Thur (ZH)","Thalheim an der Thur ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,40,97.8515209529887,4600,101,,,,4701,TRUE,"ZH","Trüllikon","Trüllikon","Trüllikon","Trüllikon ZH","Trüllikon (ZH)","Trüllikon ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,41,74.21875,9025,3135,,,,12160,TRUE,"ZH","Truttikon","Truttikon","Truttikon","Truttikon ZH","Truttikon (ZH)","Truttikon ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,43,99.567230273752,9893,43,,,,9936,TRUE,"ZH","Volken","Volken","Volken","Volken ZH","Volken (ZH)","Volken ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,51,28.7136011795061,3116,7736,,,,10852,TRUE,"ZH","Bachenbülach","Bachenbülach","Bachenbülach","Bachenbülach ZH","Bachenbülach (ZH)","Bachenbülach ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,52,39.8030676008332,6306,9537,,,,15843,TRUE,"ZH","Bassersdorf","Bassersdorf","Bassersdorf","Bassersdorf ZH","Bassersdorf (ZH)","Bassersdorf ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,53,6.94945848375451,462,6186,,,,6648,TRUE,"ZH","Bülach","Bülach","Bülach","Bülach ZH","Bülach (ZH)","Bülach ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,54,52.7786619135527,8291,7418,,,,15709,TRUE,"ZH","Dietlikon","Dietlikon","Dietlikon","Dietlikon ZH","Dietlikon (ZH)","Dietlikon ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,55,28.3516483516484,387,978,,,,1365,TRUE,"ZH","Eglisau","Eglisau","Eglisau","Eglisau ZH","Eglisau (ZH)","Eglisau ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,56,25.6979840243439,3378,9767,,,,13145,TRUE,"ZH","Embrach","Embrach","Embrach","Embrach ZH","Embrach (ZH)","Embrach ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,57,54.7597838351446,9221,7618,,,,16839,TRUE,"ZH","Freienstein-Teufen","Freienstein-Teufen","Freienstein-Teufen","Freienstein-Teufen ZH","Freienstein-Teufen (ZH)","Freienstein-Teufen ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,58,64.2555147058823,6991,3889,,,,10880,TRUE,"ZH","Glattfelden","Glattfelden","Glattfelden","Glattfelden ZH","Glattfelden (ZH)","Glattfelden ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,59,59.7116301239275,5011,3381,,,,8392,TRUE,"ZH","Hochfelden","Hochfelden","Hochfelden","Hochfelden ZH","Hochfelden (ZH)","Hochfelden ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,60,40.3850078225971,5937,8764,,,,14701,TRUE,"ZH","Höri","Höri","Höri","Höri ZH","Höri (ZH)","Höri ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,61,66.8930600148185,5417,2681,,,,8098,TRUE,"ZH","Hüntwangen","Hüntwangen","Hüntwangen","Hüntwangen ZH","Hüntwangen (ZH)","Hüntwangen ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,62,67.327973269291,6448,3129,,,,9577,TRUE,"ZH","Kloten","Kloten","Kloten","Kloten ZH","Kloten (ZH)","Kloten ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,63,48.4518543722355,5696,6060,,,,11756,TRUE,"ZH","Lufingen","Lufingen","Lufingen","Lufingen ZH","Lufingen (ZH)","Lufingen ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,64,49.2092794289582,7997,8254,,,,16251,TRUE,"ZH","Nürensdorf","Nürensdorf","Nürensdorf","Nürensdorf ZH","Nürensdorf (ZH)","Nürensdorf ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,65,50.6767416756622,6103,5940,,,,12043,TRUE,"ZH","Oberembrach","Oberembrach","Oberembrach","Oberembrach ZH","Oberembrach (ZH)","Oberembrach ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,66,8.18777292576419,300,3364,,,,3664,TRUE,"ZH","Opfikon","Opfikon","Opfikon","Opfikon ZH","Opfikon (ZH)","Opfikon ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,67,84.4737352200039,8716,1602,,,,10318,TRUE,"ZH","Rafz","Rafz","Rafz","Rafz ZH","Rafz (ZH)","Rafz ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,68,54.6100386100386,7072,5878,,,,12950,TRUE,"ZH","Rorbas","Rorbas","Rorbas","Rorbas ZH","Rorbas (ZH)","Rorbas ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,69,67.5969808671231,7702,3692,,,,11394,TRUE,"ZH","Wallisellen","Wallisellen","Wallisellen","Wallisellen ZH","Wallisellen (ZH)","Wallisellen ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,70,52.983528947628,5372,4767,,,,10139,TRUE,"ZH","Wasterkingen","Wasterkingen","Wasterkingen","Wasterkingen ZH","Wasterkingen (ZH)","Wasterkingen ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,71,36.3878293267098,4102,7171,,,,11273,TRUE,"ZH","Wil ZH","Wil (ZH)","Wil ZH","Wil ZH","Wil (ZH)","Wil ZH ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,72,91.4683070339663,6840,638,,,,7478,TRUE,"ZH","Winkel","Winkel","Winkel","Winkel ZH","Winkel (ZH)","Winkel ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,81,49.3434985175773,1165,1196,,,,2361,TRUE,"ZH","Bachs","Bachs","Bachs","Bachs ZH","Bachs (ZH)","Bachs ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,82,31.6030784345833,3860,8354,,,,12214,TRUE,"ZH","Boppelsen","Boppelsen","Boppelsen","Boppelsen ZH","Boppelsen (ZH)","Boppelsen ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,83,50.8966524973433,7663,7393,,,,15056,TRUE,"ZH","Buchs ZH","Buchs (ZH)","Buchs ZH","Buchs ZH","Buchs (ZH)","Buchs ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,84,99.1289688114639,7056,62,,,,7118,TRUE,"ZH","Dällikon","Dällikon","Dällikon","Dällikon ZH","Dällikon (ZH)","Dällikon ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,85,26.2607119314436,3187,8949,,,,12136,TRUE,"ZH","Dänikon","Dänikon","Dänikon","Dänikon ZH","Dänikon (ZH)","Dänikon ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,86,38.804780876494,4870,7680,,,,12550,TRUE,"ZH","Dielsdorf","Dielsdorf","Dielsdorf","Dielsdorf ZH","Dielsdorf (ZH)","Dielsdorf ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,87,13.3318666813332,1212,7879,,,,9091,TRUE,"ZH","Hüttikon","Hüttikon","Hüttikon","Hüttikon ZH","Hüttikon (ZH)","Hüttikon ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,88,20.6273258904838,776,2986,,,,3762,TRUE,"ZH","Neerach","Neerach","Neerach","Neerach ZH","Neerach (ZH)","Neerach ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,89,38.6417593402474,6185,9821,,,,16006,TRUE,"ZH","Niederglatt","Niederglatt","Niederglatt","Niederglatt ZH","Niederglatt (ZH)","Niederglatt ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,90,48.3614334720093,6626,7075,,,,13701,TRUE,"ZH","Niederhasli","Niederhasli","Niederhasli","Niederhasli ZH","Niederhasli (ZH)","Niederhasli ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,91,49.5692372347132,4718,4800,,,,9518,TRUE,"ZH","Niederweningen","Niederweningen","Niederweningen","Niederweningen ZH","Niederweningen (ZH)","Niederweningen ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,92,2.57964658841739,200,7553,,,,7753,TRUE,"ZH","Oberglatt","Oberglatt","Oberglatt","Oberglatt ZH","Oberglatt (ZH)","Oberglatt ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,93,71.1334494221941,8987,3647,,,,12634,TRUE,"ZH","Oberweningen","Oberweningen","Oberweningen","Oberweningen ZH","Oberweningen (ZH)","Oberweningen ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,94,66.0383766344031,7778,4000,,,,11778,TRUE,"ZH","Otelfingen","Otelfingen","Otelfingen","Otelfingen ZH","Otelfingen (ZH)","Otelfingen ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,95,51.2156862745098,1306,1244,,,,2550,TRUE,"ZH","Regensberg","Regensberg","Regensberg","Regensberg ZH","Regensberg (ZH)","Regensberg ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,96,46.469260533104,8647,9961,,,,18608,TRUE,"ZH","Regensdorf","Regensdorf","Regensdorf","Regensdorf ZH","Regensdorf (ZH)","Regensdorf ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,97,62.1767054330845,3582,2179,,,,5761,TRUE,"ZH","Rümlang","Rümlang","Rümlang","Rümlang ZH","Rümlang (ZH)","Rümlang ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,98,23.3980665583027,2735,8954,,,,11689,TRUE,"ZH","Schleinikon","Schleinikon","Schleinikon","Schleinikon ZH","Schleinikon (ZH)","Schleinikon ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,99,88.4092725819345,9954,1305,,,,11259,TRUE,"ZH","Schöfflisdorf","Schöfflisdorf","Schöfflisdorf","Schöfflisdorf ZH","Schöfflisdorf (ZH)","Schöfflisdorf ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,100,51.3481926705067,6151,5828,,,,11979,TRUE,"ZH","Stadel","Stadel","Stadel","Stadel ZH","Stadel (ZH)","Stadel ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,101,54.1534810126582,4107,3477,,,,7584,TRUE,"ZH","Steinmaur","Steinmaur","Steinmaur","Steinmaur ZH","Steinmaur (ZH)","Steinmaur ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,102,39.8266284109639,6524,9857,,,,16381,TRUE,"ZH","Weiach","Weiach","Weiach","Weiach ZH","Weiach (ZH)","Weiach ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,111,48.2355993772704,7436,7980,,,,15416,TRUE,"ZH","Bäretswil","Bäretswil","Bäretswil","Bäretswil ZH","Bäretswil (ZH)","Bäretswil ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,112,22.1074380165289,749,2639,,,,3388,TRUE,"ZH","Bubikon","Bubikon","Bubikon","Bubikon ZH","Bubikon (ZH)","Bubikon ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,113,13.7359098228663,853,5357,,,,6210,TRUE,"ZH","Dürnten","Dürnten","Dürnten","Dürnten ZH","Dürnten (ZH)","Dürnten ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
1,114,51.264367816092,9812,9328,,,,19140,TRUE,"ZH","Fischenthal","Fischenthal","Fischenthal","Fischenthal ZH","Fischenthal (ZH)","Fischenthal ZH","Zürich","Zurich","Zurigo",39.2802444053814,FALSE,FALSE
