"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
1,67.6,67.6,32.4,"Aeugst am Albis ZH","I cittadini di Aeugst am Albis hanno accolto l'iniziativa per la libertà e l'integrità fisica con il 67,6 per cento di voti a favore. Aeugst am Albis ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
2,59.5,59.5,40.5,"Affoltern am Albis ZH","Il 59,5 per cento degli elettori di Affoltern am Albis ha accolto l'iniziativa per la libertà e l'integrità fisica. Affoltern am Albis ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
3,52.3,52.3,47.7,"Bonstetten ZH","Il 52,3 per cento degli elettori di Bonstetten ha accolto l'iniziativa per la libertà e l'integrità fisica. Bonstetten ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
4,52.9,52.9,47.1,"Hausen am Albis ZH","Nel comune di Hausen am Albis, i cittadini hanno accolto l'iniziativa per la libertà e l'integrità fisica con il 52,9 per cento di voti favorevoli. Hausen am Albis ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
5,57.3,57.3,42.7,"Hedingen ZH","Gli abitanti di Hedingen hanno accolto l'iniziativa per la libertà e l'integrità fisica con il 57,3 per cento di ""sì"". Hedingen ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
6,97.5,97.5,2.5,"Kappel am Albis ZH","Il 97,5 per cento degli elettori di Kappel am Albis ha accolto l'iniziativa per la libertà e l'integrità fisica. Kappel am Albis ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
7,87.5,87.5,12.5,"Knonau ZH","Gli abitanti di Knonau hanno accolto l'iniziativa per la libertà e l'integrità fisica con il 87,5 per cento di ""sì"". Knonau ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
8,47,47,53,"Maschwanden ZH","A Maschwanden gli abitanti si sono opposti all'iniziativa per la libertà e l'integrità fisica con il 53 per cento di voti a sfavore. Maschwanden ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
9,63.2,63.2,36.8,"Mettmenstetten ZH","Nel comune di Mettmenstetten, i cittadini hanno accolto l'iniziativa per la libertà e l'integrità fisica con il 63,2 per cento di voti favorevoli. Mettmenstetten ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
10,10.7,10.7,89.3,"Obfelden ZH","Nel comune di Obfelden, i cittadini hanno respinto l'iniziativa per la libertà e l'integrità fisica con il 89,3 per cento di voti contrari. Obfelden ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
11,68.8,68.8,31.2,"Ottenbach ZH","Gli abitanti di Ottenbach hanno accolto l'iniziativa per la libertà e l'integrità fisica con il 68,8 per cento di ""sì"". Ottenbach ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
12,75,75,25,"Rifferswil ZH","Gli abitanti di Rifferswil hanno accolto l'iniziativa per la libertà e l'integrità fisica con il 75 per cento di ""sì"". Rifferswil ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
13,47.2,47.2,52.8,"Stallikon ZH","Nel comune di Stallikon, i cittadini hanno respinto l'iniziativa per la libertà e l'integrità fisica con il 52,8 per cento di voti contrari. Stallikon ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
14,83.6,83.6,16.4,"Wettswil am Albis ZH","I cittadini di Wettswil am Albis hanno accolto l'iniziativa per la libertà e l'integrità fisica con il 83,6 per cento di voti a favore. Wettswil am Albis ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
22,53.5,53.5,46.5,"Benken ZH","L'iniziativa per la libertà e l'integrità fisica è stata accolta a Benken ZH, dove ha riscosso il 53,5 per cento di voti a favore. Benken ZH ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
23,0.9,0.9,99.1,"Berg am Irchel ZH","Il 99,1 per cento degli elettori di Berg am Irchel ha respinto l'iniziativa per la libertà e l'integrità fisica. Il maggior numero di ""no"" nel canton Zurigo è stato ottenuto a Berg am Irchel."
24,67.9,67.9,32.1,"Buch am Irchel ZH","Gli elettori di Buch am Irchel si sono mostrati favorevoli all'iniziativa per la libertà e l'integrità fisica, che ha ricevuto il 67,9 per cento di ""sì"". Buch am Irchel ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
25,61.7,61.7,38.3,"Dachsen ZH","Gli elettori di Dachsen si sono mostrati favorevoli all'iniziativa per la libertà e l'integrità fisica, che ha ricevuto il 61,7 per cento di ""sì"". Dachsen ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
26,91.5,91.5,8.5,"Dorf ZH","A Dorf gli abitanti hanno accolto l'iniziativa per la libertà e l'integrità fisica con il 91,5 per cento di ""sì"". Dorf ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
27,52.7,52.7,47.3,"Feuerthalen ZH","Il 52,7 per cento degli elettori di Feuerthalen ha accolto l'iniziativa per la libertà e l'integrità fisica. Feuerthalen ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
28,33.5,33.5,66.5,"Flaach ZH","I cittadini di Flaach hanno respinto l'iniziativa per la libertà e l'integrità fisica con il 66,5 per cento di voti contrari. Flaach ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
29,59.8,59.8,40.2,"Flurlingen ZH","Il 59,8 per cento degli elettori di Flurlingen ha accolto l'iniziativa per la libertà e l'integrità fisica. Flurlingen ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
31,5.1,5.1,94.9,"Henggart ZH","Il 94,9 per cento degli elettori di Henggart ha respinto l'iniziativa per la libertà e l'integrità fisica. Henggart ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
33,13.8,13.8,86.2,"Kleinandelfingen ZH","Gli abitanti di Kleinandelfingen hanno respinto l'iniziativa per la libertà e l'integrità fisica con il 86,2 per cento di ""no"". Kleinandelfingen ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
34,52.5,52.5,47.5,"Laufen-Uhwiesen ZH","Il 52,5 per cento degli elettori di Laufen-Uhwiesen ha accolto l'iniziativa per la libertà e l'integrità fisica. Laufen-Uhwiesen ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
35,23.6,23.6,76.4,"Marthalen ZH","Gli abitanti di Marthalen hanno respinto l'iniziativa per la libertà e l'integrità fisica con il 76,4 per cento di ""no"". Marthalen ha respinto l'iniziativa, contrariamente a quanto registrato a livello cantonale."
37,63.7,63.7,36.3,"Ossingen ZH","L'iniziativa per la libertà e l'integrità fisica è stata accolta a Ossingen, dove ha riscosso il 63,7 per cento di voti a favore. Ossingen ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
38,95.6,95.6,4.4,"Rheinau ZH","I cittadini di Rheinau hanno accolto l'iniziativa per la libertà e l'integrità fisica con il 95,6 per cento di voti a favore. Rheinau ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
39,93.6,93.6,6.4,"Thalheim an der Thur ZH","I cittadini di Thalheim an der Thur hanno accolto l'iniziativa per la libertà e l'integrità fisica con il 93,6 per cento di voti a favore. Thalheim an der Thur ha accolto l'iniziativa, così come quanto avvenuto a livello cantonale."
